additionally,/əˈdɪʃənəli/,Thêm vào đó,conjunction,"Additionally, new rules were introduced. (Thêm vào đó, các quy định mới được ban hành.)",Viết học thuật: Từ nối
in addition,/ɪn əˈdɪʃən/,Thêm vào,conjunction,"In addition, the team gained more members. (Thêm vào đó, đội có thêm thành viên.)",Viết học thuật: Từ nối
not only / but also,,/ˌnɒt ˈəʊnli bʌt ˈɔːlsəʊ/,Không những… mà còn,conjunction,Viết học thuật: Từ nối
also,/ˈɔːlsəʊ/,Cũng,conjunction,He also joined the project. (Anh ấy cũng tham gia dự án.),Viết học thuật: Từ nối
moreover,/mɔːrˈəʊvər/,Hơn nữa,conjunction,"Moreover, the results were impressive. (Hơn nữa, kết quả rất ấn tượng.)",Viết học thuật: Từ nối
and,/ænd/,Và,conjunction,She bought apples and oranges. (Cô ấy mua táo và cam.),Viết học thuật: Từ nối
as well as,/əz ˈwɛl əz/,Cũng như,conjunction,He plays the guitar as well as the piano. (Anh ấy chơi guitar cũng như piano.),Viết học thuật: Từ nối
firstly,/ˈfɜːstli/,Đầu tiên,adverb,"Firstly, we need to collect data. (Đầu tiên, chúng ta cần thu thập dữ liệu.)",Viết học thuật: Từ nối
secondly,/ˈsɛkəndli/,Thứ hai,adverb,"Secondly, the report must be checked. (Thứ hai, báo cáo cần được kiểm tra.)",Viết học thuật: Từ nối
thirdly,/ˈθɜːdli/,Thứ ba,adverb,"Thirdly, we will present our findings. (Thứ ba, chúng ta sẽ trình bày phát hiện.)",Viết học thuật: Từ nối
for instance,/fər ˈɪnstəns/,Ví dụ như,conjunction,"For instance, many students prefer online classes. (Ví dụ như, nhiều sinh viên thích học online.)",Viết học thuật: Từ nối
for example,/fər ɪgˈzɑːmpəl/,Ví dụ,conjunction,"For example, this method is widely used. (Ví dụ, phương pháp này được dùng rộng rãi.)",Viết học thuật: Từ nối
specifically,/spəˈsɪfɪkli/,Cụ thể,adverb,"Specifically, the rule applies to minors. (Cụ thể, quy định áp dụng cho trẻ vị thành niên.)",Viết học thuật: Từ nối
as a result,/əz ə rɪˈzʌlt/,Kết quả là,conjunction,"As a result, sales increased. (Kết quả là doanh số tăng.)",Viết học thuật: Từ nối
therefore,/ˈðeəfɔːr/,Do đó,adverb,"Therefore, we decided to postpone the event. (Do đó, chúng tôi quyết định hoãn sự kiện.)",Viết học thuật: Từ nối
thus,/ðʌs/,Như vậy,adverb,"Thus, the problem was solved. (Như vậy, vấn đề đã được giải quyết.)",Viết học thuật: Từ nối
consequently,/ˈkɒnsɪkwəntli/,Do đó,adverb,"Consequently, production slowed down. (Do đó, việc sản xuất chậm lại.)",Viết học thuật: Từ nối
due to,/djuː tə/,Do,preposition,The match was canceled due to heavy rain. (Trận đấu bị hủy do mưa lớn.),Viết học thuật: Từ nối
because of,/bɪˈkɔːz əv/,Bởi vì,preposition,The flight was delayed because of fog. (Chuyến bay bị hoãn vì sương mù.),Viết học thuật: Từ nối
nevertheless,/ˌnevəðəˈles/,Tuy nhiên,adverb,"She was tired; nevertheless, she finished the job. (Cô ấy mệt nhưng vẫn hoàn thành công việc.)",Viết học thuật: Từ nối
however,/ˌhaʊˈevər/,Tuy nhiên,adverb,"It was raining; however, they continued playing. (Trời mưa nhưng họ vẫn tiếp tục chơi.)",Viết học thuật: Từ nối
on the other hand,/ɒn ði ˈʌðə hænd/,Mặt khác,conjunction,"The plan is costly; on the other hand, it's effective. (Kế hoạch tốn kém, nhưng mặt khác rất hiệu quả.)",Viết học thuật: Từ nối
to sum up,/tə sʌm ʌp/,Tóm lại,conjunction,"To sum up, the project was successful. (Tóm lại, dự án đã thành công.)",Viết học thuật: Từ nối
in conclusion,/ɪn kənˈkluːʒən/,Kết luận,conjunction,"In conclusion, more research is needed. (Kết luận, cần thêm nghiên cứu.)",Viết học thuật: Từ nối
color,/ˈkʌl.ər/,Màu sắc,noun,Color makes the wall stand out.,Cơ bản: Màu sắc
red,/red/,Đỏ,noun,Red represents the color of blood.,Cơ bản: Màu sắc
blue,/bluː/,Xanh nước biển,noun,Blue gives a cool feeling.,Cơ bản: Màu sắc
green,/ɡriːn/,Xanh lá cây,noun,Green is symbolic of summer.,Cơ bản: Màu sắc
yellow,/ˈjel.oʊ/,Vàng,noun,I like the yellow color of ripe rice fields.,Cơ bản: Màu sắc
orange,/ˈɔːr.ɪndʒ/,Cam,noun,I have an orange bag.,Cơ bản: Màu sắc
pink,/pɪŋk/,Hồng,noun,The pink color is symbolic of love.,Cơ bản: Màu sắc
purple,/ˈpɜːr.pəl/,Tím,noun,Purple is a symbol of fidelity.,Cơ bản: Màu sắc
brown,/braʊn/,Nâu,noun,Brown gives an antique feel.,Cơ bản: Màu sắc
black,/blæk/,Đen,noun,Black is a masculine color.,Cơ bản: Màu sắc
white,/waɪt/,Trắng,noun,White is easy to get dirty.,Cơ bản: Màu sắc
family members,/ˈfæməli ˈmɛmbərz/,thành viên gia đình,phrase,We are all proud family members. (Tất cả chúng tôi đều là những thành viên gia đình tự hào.),Cơ bản: Gia đình
close relatives,/kloʊs ˈrɛlətɪvz/,họ hàng thân thiết,phrase,My close relatives live in another city. (Họ hàng thân thiết của tôi sống ở thành phố khác.),Cơ bản: Gia đình
immediate family,/ɪˈmidiət ˈfæməli/,gia đình ruột thịt,phrase,My immediate family consists of my parents and my brother. (Gia đình ruột thịt của tôi gồm bố mẹ và anh trai tôi.),Cơ bản: Gia đình
extended family,/ɪkˈstɛndɪd ˈfæməli/,gia đình nhiều thế hệ/họ hàng xa,phrase,We often have gatherings with our extended family. (Chúng tôi thường có các buổi họp mặt với họ hàng xa.),Cơ bản: Gia đình
parents,/ˈpɛrənts/,bố mẹ,noun,My parents are very supportive. (Bố mẹ tôi rất ủng hộ.),Cơ bản: Gia đình
mother,/ˈmʌðər/,mẹ,noun,My mother is a great cook. (Mẹ tôi nấu ăn rất ngon.),Cơ bản: Gia đình
father,/ˈfɑːðər/,bố,noun,My father works as an engineer. (Bố tôi làm kỹ sư.),Cơ bản: Gia đình
siblings,/ˈsɪblɪŋz/,anh chị em ruột,noun,"I have two siblings, a brother and a sister. (Tôi có hai anh chị em ruột, một em trai và một em gái.)",Cơ bản: Gia đình
brother,/ˈbrʌðər/,"anh trai, em trai",noun,My brother is younger than me. (Anh trai/em trai tôi kém tuổi tôi.),Cơ bản: Gia đình
sister,/ˈsɪstər/,"chị gái, em gái",noun,My sister is very kind. (Chị gái/em gái tôi rất tốt bụng.),Cơ bản: Gia đình
child,/tʃaɪld/,đứa trẻ,noun,The child is playing happily. (Đứa trẻ đang chơi vui vẻ.),Cơ bản: Gia đình
son,/sʌn/,con trai,noun,He is my only son. (Anh ấy là con trai duy nhất của tôi.),Cơ bản: Gia đình
daughter,/ˈdɔːtər/,con gái,noun,My daughter is a talented artist. (Con gái tôi là một họa sĩ tài năng.),Cơ bản: Gia đình
grandparents,/ˈɡrænˌpɛrənts/,ông bà,noun,My grandparents are visiting this weekend. (Ông bà tôi sẽ đến thăm cuối tuần này.),Cơ bản: Gia đình
spouse,/spaʊs/,"vợ, chồng",noun,She is my loving spouse. (Cô ấy là người vợ/chồng yêu dấu của tôi.),Cơ bản: Gia đình
wine,/waɪn/,rượu,noun,Mark decided to unwind with a glass of red wine. (Mark quyết định thư giãn bằng một ly rượu vang đỏ.),Cơ bản: Đồ ăn
baked potato,/beɪk pəˈteɪtoʊ/,khoai tây nướng,noun,The restaurant served a perfectly baked potato with a crispy skin and a fluffy interior. (Nhà hàng phục vụ món khoai tây nướng hoàn hảo với lớp vỏ giòn và phần bên trong mềm mịn.),Cơ bản: Đồ ăn
bacon,/ˈbeɪ.kən/,thịt ba chỉ xông khói,noun,Sarah prepared sizzling bacon for her family. (Sarah chuẩn bị món thịt xông khói nóng hổi cho gia đình cô.),Cơ bản: Đồ ăn
baguette,/bæɡˈet/,bánh mì,noun,"At the bakery, customers lined up to buy freshly baked baguettes. (Tại tiệm bánh, khách hàng xếp hàng dài để mua bánh mì mới ra lò.)",Cơ bản: Đồ ăn
beer,/bɪr/,bia,noun,My friends open cold beers to enjoy with their grilled burgers and sausages. (Bạn bè tôi mở bia lạnh để thưởng thức cùng với bánh mì kẹp thịt nướng và xúc xích.),Cơ bản: Đồ ăn
beans,/biːnz/,đậu,noun,"In the vegetarian chili recipe, they use a variety of kidney beans and black beans. (Trong công thức nấu súp mễ chay, người ta sử dụng nhiều đậu tây và đậu đen.)",Cơ bản: Đồ ăn
biscuit,/ˈbɪs.kɪt/,bánh quy,noun,Maria enjoyed her afternoon tea with biscuits. (Maria thưởng thức bữa trà chiều với bánh quy.),Cơ bản: Đồ ăn
croissant,/ˈkwæs.ɒ̃/,bánh sừng bò,noun,The aroma of freshly baked croissants wafted through the air as customers entered the bakery. (Mùi thơm của bánh sừng bò mới nướng thoang thoảng trong không khí khi khách hàng bước vào tiệm bánh.),Cơ bản: Đồ ăn
cheese,/tʃiːz/,"pho mát, phô mai",noun,Some people dislike goat's cheese because they think it tastes too strong. (Một số người không thích phô mai dê vì họ cho rằng nó có vị quá nồng.),Cơ bản: Đồ ăn
chicken nuggets,/ˈtʃɪkɪn ˈnʌɡɪt/,gà viên chiên,noun,The children eagerly dipped their chicken nuggets into tangy barbecue sauce. (Bọn trẻ háo hức nhúng các miếng gà viên chiên vào nước sốt thịt nướng thơm nồng.),Cơ bản: Đồ ăn
chicken breast,/ˈtʃɪkɪn brest/,ức gà,noun,"Grilled chicken breast, marinated in herbs and spices, was the centerpiece of the healthy dinner. (Ức gà nướng được ướp với các loại thảo mộc và gia vị, là món chính của bữa tối bổ dưỡng.)",Cơ bản: Đồ ăn
crab,/kræb/,cua,noun,The seafood restaurant offered a sumptuous dish of crab legs. (Nhà hàng hải sản phục vụ món chân cua ngon tuyệt.),Cơ bản: Đồ ăn
coke,/koʊk/,Coca-cola,noun,"At the party, guests enjoyed sipping on ice-cold Coke while socializing and playing games. (Trong bữa tiệc, các vị khách vừa nhâm nhi cốc Coca-cola mát lạnh vừa giao lưu và chơi trò chơi.)",Cơ bản: Đồ ăn
chili sauce,/ˈtʃɪli sɔːs/,tương ớt,noun,The spicy chili sauce added a kick to the stir-fried noodles. (Nước sốt ớt cay đã làm cho món mì xào thêm phần hấp dẫn.),Cơ bản: Đồ ăn
crepe,/kreɪp/,bánh kếp,noun,The street vendor skillfully flipped a delicate crepe. (Người bán hàng rong khéo léo lật chiếc bánh xếp mỏng dính.),Cơ bản: Đồ ăn
juice,/dʒuːs/,nước ép trái cây,noun,Freshly squeezed orange juice was a popular choice for breakfast at the juice bar. (Nước cam tươi vắt là một món ưa thích cho bữa sáng tại quầy bán nước ép trái cây.),Cơ bản: Đồ ăn
fried chicken,/fraɪd ˈtʃɪk.ɪn/,gà rán,noun,The crispy coating on the fried chicken made it a favorite among the diners. (Lớp vỏ gà rán giòn rụm là điềukhiến nó trở thành món ăn được thực khách yêu thích.),Cơ bản: Đồ ăn
hotdog,/ˈhɒt.dɒɡ/,xúc xích,noun,"At the baseball game, spectators enjoyed classic hotdogs loaded. (Tại trận đấu bóng chày, khán giả được thưởng thức món xúc xích truyền thống đầy hấp dẫn.)",Cơ bản: Đồ ăn
milk,/mɪlk/,sữa,noun,"The children sipped on cold glasses of milk, pairing it with warm chocolate chip cookies for an afternoon treat. (Bọn trẻ nhâm nhi những ly sữa lạnh, cùng với bánh quy sô cô la nóng cho bữa chiều.)",Cơ bản: Đồ ăn
noodle,/ˈnuː.dəl/,"mì sợi (bún, bánh phở, ...)",noun,"The aromatic bowl of noodle soup, garnished with fresh herbs, was a comforting meal on a chilly evening. (Bát bún thơm lừng ăn cùng các loại rau thơm là một bữa ăn hoàn hảo trong một buổi tối se lạnh.)",Cơ bản: Đồ ăn
economy,/ɪˈkɒnəmi/,Nền kinh tế,noun,The country's economy is recovering after the crisis. (Nền kinh tế của đất nước đang phục hồi sau khủng hoảng.),Chủ đề: Kinh tế
inflation,/ɪnˈfleɪʃn/,Lạm phát,noun,High inflation affects consumers' purchasing power. (Lạm phát cao ảnh hưởng đến sức mua của người tiêu dùng.),Chủ đề: Kinh tế
unemployment,/ˌʌnɪmˈplɔɪmənt/,Thất nghiệp,noun,Unemployment rates rise during economic recessions. (Tỷ lệ thất nghiệp tăng cao trong giai đoạn suy thoái kinh tế.),Chủ đề: Kinh tế
market,/ˈmɑːrkɪt/,Thị trường,noun,The stock market has been highly volatile this week. (Thị trường chứng khoán biến động mạnh trong tuần qua.),Chủ đề: Kinh tế
investment,/ɪnˈvestmənt/,Đầu tư,noun,Investment in education is an investment in the future. (Đầu tư vào giáo dục là đầu tư cho tương lai.),Chủ đề: Kinh tế
revenue,/ˈrevəˌnuː/,Doanh thu,noun,The company announced record revenue this year. (Công ty công bố doanh thu kỷ lục trong năm nay.),Chủ đề: Kinh tế
deficit,/ˈdefɪsɪt/,Thâm hụt,noun,The government is striving to reduce the budget deficit. (Chính phủ đang nỗ lực giảm thâm hụt ngân sách.),Chủ đề: Kinh tế
export,/ˈɛkspɔːrt/,Xuất khẩu,noun,Rice exports contribute significantly to the national economy. (Xuất khẩu gạo đóng góp lớn vào nền kinh tế quốc gia.),Chủ đề: Kinh tế
gdp,/ˌdʒiː diː ˈpiː/,Tổng sản phẩm quốc nội,noun,GDP is an important measure of economic activity. (GDP là thước đo quan trọng của hoạt động kinh tế.),Chủ đề: Kinh tế
currency,/ˈkʌrənsi/,Tiền tệ,noun,Currency exchange rates fluctuate daily. (Tỷ giá tiền tệ thay đổi hàng ngày.),Chủ đề: Kinh tế
invest,/ɪnˈvest/,Đầu tư,verb,Many people choose to invest in real estate. (Nhiều người chọn đầu tư vào bất động sản.),Chủ đề: Kinh tế
economize,/ɪˈkɒnəˌmaɪz/,"Tiết kiệm, kinh tế hóa",verb,The family tries to economize to cope with difficulties. (Gia đình cố gắng tiết kiệm chi tiêu để đối phó với khó khăn.),Chủ đề: Kinh tế
negotiate,/nɪˈɡəʊʃieɪt/,Đàm phán,verb,The two parties are negotiating a new contract. (Hai bên đang đàm phán hợp đồng mới.),Chủ đề: Kinh tế
trade,/treɪd/,"Thương mại, buôn bán",verb,Countries establish free trade agreements. (Các quốc gia thiết lập hiệp định thương mại tự do.),Chủ đề: Kinh tế
expand,/ɪkˈspænd/,Mở rộng,verb,The company plans to expand its business into international markets. (Công ty có kế hoạch mở rộng kinh doanh sang thị trường quốc tế.),Chủ đề: Kinh tế
economic,/ˌiːkəˈnɒmɪk/,Thuộc về kinh tế,adjective,The new economic policy is expected to boost growth. (Chính sách kinh tế mới được kỳ vọng sẽ thúc đẩy tăng trưởng.),Chủ đề: Kinh tế
financial,/faɪˈnænʃl/,Thuộc về tài chính,adjective,She is the company's financial director. (Cô ấy là giám đốc tài chính của công ty.),Chủ đề: Kinh tế
profitable,/ˈprɒfɪtəbl/,Có lợi nhuận,adjective,This is a highly profitable investment. (Đây là một khoản đầu tư có lợi nhuận cao.),Chủ đề: Kinh tế
competitive,/kəmˈpetɪtɪv/,Có tính cạnh tranh,adjective,The retail market is very competitive. (Thị trường bán lẻ rất cạnh tranh.),Chủ đề: Kinh tế
economic growth,/ˌiːkəˈnɒmɪk ɡrəʊθ/,Tăng trưởng kinh tế,phrase,The government targets an economic growth of 7% this year. (Chính phủ đặt mục tiêu tăng trưởng kinh tế 7% năm nay.),Chủ đề: Kinh tế
supply and demand,/səˈplaɪ ənd dɪˈmɑːnd/,Cung và cầu,phrase,Prices are determined by supply and demand in the market. (Giá cả được quyết định bởi cung và cầu trên thị trường.),Chủ đề: Kinh tế
free market,/friː ˈmɑːrkɪt/,Thị trường tự do,phrase,A free market encourages competition and innovation. (Thị trường tự do thúc đẩy cạnh tranh và đổi mới.),Chủ đề: Kinh tế
